site_key,stack_family,framework_raw,tld,signal_tier,enriched,hosting,ip_country,has_privacy,icp_filing,operator_id,cluster_size
botcf.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,botcf.com,1
boxying.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,boxying.com,1
boya.one,unlabeled,,one,,yes,,,无,,boya.one,1
burncloud.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,burncloud.com,1
buykey.ai,one-api-family,new-api,ai,C_framework+content,no,,,,,buykey.ai,1
buzz7.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,buzz7.top,3
buzzai.cc,one-api-family,new-api/one-api系,cc,A_api_status,yes,FASTNET DATA INC,United States,有,,buzz7.top,3
buzzai.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,buzz7.top,3
bybing.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,bjxrouter.com,2
bytecatcode.org,one-api-family,new-api/one-api系,org,A_api_status,no,,,,,bytecatcode.org,1
callgpt.co.uk,one-api-family,one-api,uk,C_framework+content,no,,,,,callgpt.co.uk,1
callxyq.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,yes,FiberState,United States,无,,callxyq.xyz,1
catapi.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,catapi.ai,1
cc-api.chat,one-api-family,new-api/one-api系,chat,A_api_status,no,,,,,cc-api.chat,1
cc-vibe.com,unlabeled,"Nginx, Vue",com,,yes,The Constant Company,United States,有,,cc-vibe.com,1
ccfly.codes,unlabeled,,codes,,yes,DMIT Cloud Services,United States,有,,ccfly.codes,2
ccgoai.com,unlabeled,"Cloudflare, Vue",com,,yes,Cloudflare,Canada,有,,ccgoai.com,1
cckeys.top,unlabeled,,top,,yes,Hangzhou Alibaba Advertising C,China,无,,cckeys.top,1
ccll.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,ccll.xyz,1
ccmax20.cc,unlabeled,"Nginx, React",cc,,yes,OVH SAS,United States,无,,ccmax20.cc,2
ccode.dev,unlabeled,Vue,dev,,yes,Peekabo Networks,United States,无,,ccode.dev,1
ccplus.site,unlabeled,Vue,site,,yes,DMIT Cloud Services,United States,有,,ccfly.codes,2
ccrouter.ai,unlabeled,"Cloudflare, Vue",ai,,yes,Cloudflare,Canada,有,,ccrouter.ai,1
cctq.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,b886.top,2
ccwu.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,ccwu.cc,1
cdn.ad,unlabeled,Vue,ad,,yes,Peekabo Networks,United States,有,,cdn.ad,1
centos.hk,one-api-family,new-api/one-api系,hk,A_api_status,yes,Cloudflare,Canada,无,,centos.hk,1
chaozhi.chat,unlabeled,"Nginx, Vue",chat,,yes,Tencent Building,South Korea,有,,chaozhi.chat,1
chat01.ai,one-api-family,new-api,ai,C_framework+content,no,,,,,chat01.ai,1
chatfire.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,chatfire.cn,1
chatgpt.org.uk,one-api-family,one-api,uk,C_framework+content,no,,,,,chatgpt.org.uk,1
chatgpt.top,one-api-family,one-api,top,C_framework+content,no,,,,,chatgpt.top,1
chatgptid.net,one-api-family,new-api/one-api系,net,A_api_status,no,,,,,chatgptid.net,1
chatopens.vip,unlabeled,,vip,,yes,NetLab Global,United States,有,无,chatopens.vip,2
cheapai.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,cheapai.ai,1
cherry-ai.com,one-api-family,new-api,com,C_framework+content,no,,,,,cherry-ai.com,1
cherryin.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,cherryin.ai,2
cherryin.net,one-api-family,new-api/one-api系,net,A_api_status,no,,,,,cherryin.ai,2
chesspnt.com,unlabeled,,com,,yes,DMIT Cloud Services,United States,无,无,chesspnt.com,1
chiangma.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,chiangma.com,1
chintao.cn,one-api-family,new-api/one-api系,cn,A_api_status,yes,CHINA UNICOM China169 Backbone,China,无,,chintao.cn,1
chiyicn.com,unlabeled,"Cloudflare, Vue",com,,yes,Cloudflare,Canada,有,,chiyicn.com,1
chongcodex.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,chongcodex.cn,1
chrouter.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,chrouter.com,1
chshapi.org,one-api-family,new-api/one-api系,org,A_api_status,yes,FASTNET DATA INC,United States,无,,chshapi.org,1
chunxueapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,IT7 Networks Inc,United States,无,,chunxueapi.com,1
chybenzun.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,chybenzun.top,1
cialloapi.cn,unlabeled,Cloudflare,cn,,yes,Cloudflare,Canada,无,,cialloapi.cn,1
ciyuan-token.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,ciyuan-token.com,1
ciyuanshen.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,ciyuanshen.top,1
clauddy.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,clauddy.com,1
claude-api.org,sub2api,sub2api,org,C_framework+content,yes,Cloudflare,Canada,有,,claude-api.org,1
claude360.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,claude360.xyz,1
claudeagent.com.cn,one-api-family,new-api/one-api系,cn,A_api_status,yes,Cloudflare,Canada,有,,claudeagent.com.cn,1
claudeapi.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,claudeapi.ai,1
claudeapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Amazon.com,United States,无,,claudeapi.com,1
claudeapi.io,one-api-family,new-api/one-api系,io,A_api_status,no,,,,,claudeapi.io,1
claudecn.top,one-api-family,new-api/one-api系,top,A_api_status,yes,Cloudflare,Canada,有,,claudecn.top,1
claudeforcheap.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,claudeforcheap.com,1
claudemain.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,claudemain.com,1
clauqe.ai,unlabeled,Vue,ai,,yes,Antbox Networks Limited,United States,,,anyroute.io,3
clawopen.top,one-api-family,new-api/one-api系,top,A_api_status,yes,NetLab Global,United States,无,,clawopen.top,1
cloudns.org,one-api-family,new-api/one-api系,org,A_api_status,no,,,,,cloudns.org,1
coaiwork.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,coaiwork.com,1
code-cli.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,code-cli.cn,1
code-relay.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,code-relay.com,1
code0.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,code0.ai,1
codefwd.top,one-api-family,new-api/one-api系,top,A_api_status,yes,CORENET CLOUD SDN. BHD.,Hong Kong,无,,codefwd.top,1
codeilab.com,one-api-family,new-api,com,C_framework+content,no,,,,,codeilab.com,1
coderelay.cn,one-api-family,new-api/one-api系,cn,A_api_status,yes,Cloudflare,Canada,无,,coderelay.cn,1
codesome.ai,unlabeled,,ai,,yes,Tencent Building,Singapore,无,,codesome.ai,1
codesonline.dev,unlabeled,"Nginx, Vue",dev,,yes,IT7 Networks Inc,United States,有,,codesonline.dev,1
codesuc.top,unlabeled,React,top,,yes,Zhejiang Taobao Network Co.,United States,无,,codesuc.top,1
codexapis.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,codexapis.com,1
codexopenai.cloud,one-api-family,"React, NewAPI",cloud,,yes,China Telecom,China,有,,codexopenai.cloud,1
codexzh.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,codexzh.com,1
cognilead.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,cognilead.ai,1
cometapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,cometapi.com,1
computetoken.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,computetoken.ai,1
congmingai.com,unlabeled,"Cloudflare, Vue",com,,yes,Cloudflare,Canada,有,,congmingai.com,1
cooper-api.com,one-api-family,new-api/one-api系,com,A_api_status,yes,CTG Server Limited,South Korea,无,,cooper-api.com,1
crazyrouter.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,crazyrouter.com,1
crond.dev,one-api-family,new-api/one-api系,dev,A_api_status,yes,Cloudflare,Canada,无,,bearlab.ai,2
crossmodel.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,crossmodel.ai,1
cubence.com,unlabeled,Cloudflare,com,,yes,Cloudflare,Canada,无,,cubence.com,1
cuberouter.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,cuberouter.ai,1
cun.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,cun.ai,2
cwapi.vip,one-api-family,new-api/one-api系,vip,A_api_status,no,,,,,cwapi.vip,1
d5wa.com,one-api-family,new-api,com,C_framework+content,no,,,,,d5wa.com,1
daidaibird.top,unlabeled,,top,,yes,Alibaba (US) Technology Co.,Hong Kong,无,,daidaibird.top,1
daikuankm.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,bdshmmkj3.cn,5
dakeai.cc,unlabeled,"Nginx, Vue",cc,,yes,CNSERVERS LLC,United States,有,无,dakeai.cc,1
daodunapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Cloudflare,Canada,无,,daodunapi.com,1
dapicloud.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,dapicloud.com,1
darkrouter.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,darkrouter.ai,1
dasuapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Evoxt Sdn. Bhd.,Malaysia,,,dasuapi.com,1
dataeyes.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,Cloudflare,Canada,有,,dataeyes.ai,2
dawclaudecode.com,one-api-family,new-api/one-api系,com,A_api_status,yes,cognetcloud INC,Hong Kong,无,,dawclaudecode.com,1
dbanalyst.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,dbanalyst.ai,1
dddai.dev,one-api-family,new-api/one-api系,dev,A_api_status,no,,,,,dddai.dev,1
ddshub.cc,unlabeled,,cc,,yes,UCLOUD INFORMATION TECHNOLOGY ,Hong Kong,有,,ddshub.cc,1
de5.net,one-api-family,new-api/one-api系,net,A_api_status,no,,,,,de5.net,1
deepask.chat,unlabeled,Cloudflare,chat,,yes,Cloudflare,Canada,有,,deepask.chat,1
deeprouter.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,deeprouter.top,1
deerapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,deerapi.com,1
derouter.ai,one-api-family,new-api,ai,C_framework+content,yes,Cloudflare,Canada,有,,derouter.ai,1
dgbmc.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,dgbmc.top,1
discordtool.vip,one-api-family,new-api/one-api系,vip,A_api_status,yes,Alibaba (US) Technology Co.,Hong Kong,无,,discordtool.vip,1
dit.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,dit.ai,1
dmxapi.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,dmxapi.cn,1
dmxapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,dmxapi.com,1
dogenet.win,unlabeled,Cloudflare,win,,yes,Akari Networks,United States,有,,dogenet.win,1
dohoya.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,dohoya.com,1
dongli.work,one-api-family,new-api/one-api系,work,A_api_status,yes,cognetcloud INC,Hong Kong,无,无,dongli.work,1
dongtoken.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,dongtoken.com,1
dpapi.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,dpapi.cn,1
dpdns.org,one-api-family,new-api/one-api系,org,A_api_status,no,,,,,dpdns.org,1
dragoncode.codes,unlabeled,Vue,codes,,yes,Antbox Networks Limited,United States,有,,anyroute.io,3
dstopology.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,dstopology.com,1
duckcode.cn,unlabeled,Cloudflare,cn,,yes,Cloudflare,Canada,无,,duckcode.cn,1
duckcoding.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,,,,,duckcoding.ai,1
dumplingai.com,one-api-family,one-api,com,C_framework+content,no,,,,,dumplingai.com,1
duou.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,duou.ai,1
dzzi.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,Cloudflare,Canada,无,,dzzi.ai,1
easy-token.com,unlabeled,Nginx,com,,yes,Hangzhou Alibaba Advertising C,China,无,,easy-token.com,1
easyart.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,easyart.cc,1
easyrouter.io,one-api-family,new-api/one-api系,io,A_api_status,yes,Amazon.com,United States,,,easyrouter.io,1
ebutterfly.cc,one-api-family,"Cloudflare, React, NewAPI",cc,,yes,Cloudflare,Canada,无,无,ebutterfly.cc,1
eccoapi.com,one-api-family,one-api,com,C_framework+content,no,,,,,eccoapi.com,1
