checked_at,domain,platform_name,source,input_url,normalized_url,app_stack_guess,app_family,confidence,status_class,version,infrastructure_signals,http_statuses,final_urls,evidence,probed_paths,errors
2026-07-11T22:16:42Z,juhes.com,,fofa_tail_domains,juhes.com,https://juhes.com,unknown,unknown,none,unidentified,,,200|200|404|404|401|404,https://juhes.com/zh-CN/login|https://juhes.com/api/status|https://juhes.com/api/pricing|https://juhes.com/v1/models|https://juhes.com/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://juhes.com/api/status:HTTPError:404 ; https://juhes.com/api/pricing:HTTPError:404 ; https://juhes.com/v1/models:HTTPError:401
2026-07-11T22:16:45Z,koozhan.com,,fofa_tail_domains,koozhan.com,https://koozhan.com,unknown,unknown,none,spa_shell,,cloudflare,200|200|404|404|401|404,https://koozhan.com/|https://koozhan.com/login|https://koozhan.com/api/status|https://koozhan.com/api/pricing|https://koozhan.com/v1/models|https://koozhan.com/api/models,cloudflare:header:server=cloudflare,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://koozhan.com/api/status:HTTPError:404 ; https://koozhan.com/api/pricing:HTTPError:404 ; https://koozhan.com/v1/models:HTTPError:401
2026-07-11T22:16:52Z,kopiaiagent.com,,fofa_tail_domains,kopiaiagent.com,https://kopiaiagent.com,unknown,unknown,none,unidentified,,nginx,200|200|404|200|401|200,https://kopiaiagent.com/|https://kopiaiagent.com/login|https://kopiaiagent.com/api/status|https://kopiaiagent.com/api/pricing|https://kopiaiagent.com/v1/models|https://kopiaiagent.com/api/models,nginx:header:server=nginx/1.28.3 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://kopiaiagent.com/api/status:HTTPError:404 ; https://kopiaiagent.com/v1/models:HTTPError:401
2026-07-11T22:17:19Z,kove.cn,,fofa_tail_domains,kove.cn,https://kove.cn,unknown,unknown,none,unidentified,,nginx,200|200|200|200,https://kove.cn/|https://kove.cn/login|https://kove.cn/v1/models|https://kove.cn/api/models,nginx:header:server=nginx,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://kove.cn/api/status:TimeoutError:The read operation timed out ; https://kove.cn/api/pricing:TimeoutError:The read operation timed out
2026-07-11T22:17:21Z,kunavo.com,,fofa_tail_domains,kunavo.com,https://kunavo.com,unknown,unknown,none,unidentified,,,200|404|404|404|401|404,https://kunavo.com/|https://kunavo.com/login|https://kunavo.com/api/status|https://kunavo.com/api/pricing|https://kunavo.com/v1/models|https://kunavo.com/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://kunavo.com/login:HTTPError:404 ; https://kunavo.com/api/status:HTTPError:404 ; https://kunavo.com/api/pricing:HTTPError:404
2026-07-11T22:17:28Z,lingcoreai.com,,fofa_tail_domains,lingcoreai.com,https://lingcoreai.com,unknown,unknown,none,unidentified,,nginx,200|404|404|404|401|404,https://lingcoreai.com/|https://lingcoreai.com/login|https://lingcoreai.com/api/status|https://lingcoreai.com/api/pricing|https://lingcoreai.com/v1/models|https://lingcoreai.com/api/models,nginx:header:server=nginx,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://lingcoreai.com/login:HTTPError:404 ; https://lingcoreai.com/api/status:HTTPError:404 ; https://lingcoreai.com/api/pricing:HTTPError:404
2026-07-11T22:17:37Z,lkyujun.cn,,fofa_tail_domains,lkyujun.cn,https://lkyujun.cn,unknown,unknown,none,unidentified,,,200|200|200|200|401|200,https://lkyujun.cn/|https://lkyujun.cn/login|https://lkyujun.cn/login?authentication_required|https://lkyujun.cn/v1/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://lkyujun.cn/v1/models:HTTPError:401
2026-07-11T22:17:39Z,llmroute.club,,fofa_tail_domains,llmroute.club,https://llmroute.club,new-api|one-api,one-api-family,high,identified,v1.0.0-rc.11,cloudflare,200|200|404|404|401|404,https://llmroute.club/|https://llmroute.club/login|https://llmroute.club/api/status|https://llmroute.club/api/pricing|https://llmroute.club/v1/models|https://llmroute.club/api/models,header:x-new-api-version=v1.0.0-rc.11 ; header:x-oneapi-request-id=202607112217389817936738268d9d6tLxuw62K ; cloudflare:header:server=cloudflare,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://llmroute.club/api/status:HTTPError:404 ; https://llmroute.club/api/pricing:HTTPError:404 ; https://llmroute.club/v1/models:HTTPError:401
2026-07-11T22:17:47Z,ltvip.org,,fofa_tail_domains,ltvip.org,https://ltvip.org,unknown,unknown,none,unidentified,,,200|200|404|404|401|404,https://ltvip.org/zh-CN/login|https://ltvip.org/api/status|https://ltvip.org/api/pricing|https://ltvip.org/v1/models|https://ltvip.org/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://ltvip.org/api/status:HTTPError:404 ; https://ltvip.org/api/pricing:HTTPError:404 ; https://ltvip.org/v1/models:HTTPError:401
2026-07-11T22:17:53Z,lyrid.cn,,fofa_tail_domains,lyrid.cn,https://lyrid.cn,unknown,unknown,none,unidentified,,nginx,200|404|404|404|403|404,https://lyrid.cn/|https://lyrid.cn/login|https://lyrid.cn/api/status|https://lyrid.cn/api/pricing|https://lyrid.cn/v1/models|https://lyrid.cn/api/models,nginx:header:server=nginx/1.18.0 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://lyrid.cn/login:HTTPError:404 ; https://lyrid.cn/api/status:HTTPError:404 ; https://lyrid.cn/api/pricing:HTTPError:404
2026-07-11T22:17:58Z,maiqilingai.com,,fofa_tail_domains,maiqilingai.com,https://maiqilingai.com,new-api,one-api-family,high,identified,v0.0.0,nginx,200|200|404|404|401|404,https://maiqilingai.com/|https://maiqilingai.com/login|https://maiqilingai.com/api/status|https://maiqilingai.com/api/pricing|https://maiqilingai.com/v1/models|https://maiqilingai.com/api/models,header:x-new-api-version=v0.0.0 ; nginx:header:server=nginx/1.27.5,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://maiqilingai.com/api/status:HTTPError:404 ; https://maiqilingai.com/api/pricing:HTTPError:404 ; https://maiqilingai.com/v1/models:HTTPError:401
2026-07-11T22:18:13Z,minimaxi.com,,fofa_tail_domains,minimaxi.com,https://minimaxi.com,unknown,unknown,none,unidentified,,,200|200|200|200|401|200,https://minimaxi.com/|https://minimaxi.com/v1/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://minimaxi.com/v1/models:HTTPError:401
2026-07-11T22:18:23Z,mstoken.vip,,fofa_tail_domains,mstoken.vip,https://mstoken.vip,unknown,unknown,none,unidentified,,nginx,200|200|200|200|200|200,https://mstoken.vip/|https://mstoken.vip/login|https://mstoken.vip/api/status|https://mstoken.vip/api/pricing|https://mstoken.vip/v1/models|https://mstoken.vip/api/models,nginx:header:server=nginx/1.18.0 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,
2026-07-11T22:18:24Z,neonartai.com,,fofa_tail_domains,neonartai.com,https://neonartai.com,unknown,unknown,none,spa_shell,,nginx,200|404|200|200|401|200,https://neonartai.com/|https://neonartai.com/login|https://neonartai.com/api/status|https://neonartai.com/api/pricing|https://neonartai.com/v1/models|https://neonartai.com/api/models,nginx:header:server=nginx/1.24.0 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://neonartai.com/login:HTTPError:404 ; https://neonartai.com/v1/models:HTTPError:401
2026-07-11T22:18:30Z,onerouter.cn,,fofa_tail_domains,onerouter.cn,https://onerouter.cn,unknown,unknown,none,unidentified,,nginx,200|200|404|404|401|404,https://onerouter.cn/|https://onerouter.cn/login|https://onerouter.cn/api/status|https://onerouter.cn/api/pricing|https://onerouter.cn/v1/models|https://onerouter.cn/api/models,nginx:header:server=nginx/1.24.0 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://onerouter.cn/api/status:HTTPError:404 ; https://onerouter.cn/api/pricing:HTTPError:404 ; https://onerouter.cn/v1/models:HTTPError:401
2026-07-11T22:18:34Z,onlyrouter.ai,,fofa_tail_domains,onlyrouter.ai,https://onlyrouter.ai,unknown,unknown,none,unidentified,,cloudflare,200|200|404|404|401|200,https://onlyrouter.ai/|https://onlyrouter.ai/login|https://onlyrouter.ai/api/status|https://onlyrouter.ai/api/pricing|https://onlyrouter.ai/v1/models|https://onlyrouter.ai/api/models,cloudflare:header:server=cloudflare,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://onlyrouter.ai/api/status:HTTPError:404 ; https://onlyrouter.ai/api/pricing:HTTPError:404 ; https://onlyrouter.ai/v1/models:HTTPError:401
2026-07-11T22:18:38Z,openox.tech,,fofa_tail_domains,openox.tech,https://openox.tech,unknown,unknown,none,unidentified,,cloudflare,200|200|404|404|401|404,https://openox.tech/|https://openox.tech/login|https://openox.tech/api/status|https://openox.tech/api/pricing|https://openox.tech/v1/models|https://openox.tech/api/models,cloudflare:header:server=cloudflare,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://openox.tech/api/status:HTTPError:404 ; https://openox.tech/api/pricing:HTTPError:404 ; https://openox.tech/v1/models:HTTPError:401
2026-07-11T22:18:40Z,openrouter.team,,fofa_tail_domains,openrouter.team,https://openrouter.team,unknown,unknown,none,unidentified,,nginx,200|200|404|404|401|404,https://openrouter.team/|https://openrouter.team/login|https://openrouter.team/api/status|https://openrouter.team/api/pricing|https://openrouter.team/v1/models|https://openrouter.team/api/models,nginx:header:server=nginx/1.24.0 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://openrouter.team/api/status:HTTPError:404 ; https://openrouter.team/api/pricing:HTTPError:404 ; https://openrouter.team/v1/models:HTTPError:401
2026-07-11T22:18:41Z,proxystacks.com,,fofa_tail_domains,proxystacks.com,https://proxystacks.com,unknown,unknown,none,unidentified,,cloudflare,200|200|404|404|401|404,https://proxystacks.com/|https://proxystacks.com/login|https://proxystacks.com/api/status|https://proxystacks.com/api/pricing|https://proxystacks.com/v1/models|https://proxystacks.com/api/models,cloudflare:header:server=cloudflare,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://proxystacks.com/api/status:HTTPError:404 ; https://proxystacks.com/api/pricing:HTTPError:404 ; https://proxystacks.com/v1/models:HTTPError:401
2026-07-11T22:18:49Z,qilingai.net,,fofa_tail_domains,qilingai.net,https://qilingai.net,unknown,unknown,none,unidentified,,nginx,200|200|404|404|200|200,https://qilingai.net/|https://qilingai.net/login|https://qilingai.net/api/status|https://qilingai.net/api/pricing|https://qilingai.net/v1/models|https://qilingai.net/api/models,nginx:header:server=nginx/1.20.1,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://qilingai.net/api/status:HTTPError:404 ; https://qilingai.net/api/pricing:HTTPError:404
2026-07-11T22:18:55Z,samyu15.com,,fofa_tail_domains,samyu15.com,https://samyu15.com,unknown,unknown,none,unidentified,,nginx,200|404|404|404|200|404,https://samyu15.com/|https://samyu15.com/login|https://samyu15.com/api/status|https://samyu15.com/api/pricing|https://samyu15.com/v1/models|https://samyu15.com/api/models,nginx:header:server=nginx/1.18.0 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://samyu15.com/login:HTTPError:404 ; https://samyu15.com/api/status:HTTPError:404 ; https://samyu15.com/api/pricing:HTTPError:404
2026-07-11T22:18:57Z,silkroadai.io,,fofa_tail_domains,silkroadai.io,https://silkroadai.io,new-api|one-api,one-api-family,high,identified,v1.0.0-rc.2,,200|200|404|404|401|404,https://silkroadai.io/login|https://silkroadai.io/api/status|https://silkroadai.io/api/pricing|https://silkroadai.io/v1/models|https://silkroadai.io/api/models,header:x-new-api-version=v1.0.0-rc.2 ; header:x-oneapi-request-id=202607112218574530238278268d9d6bdZInYDR,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://silkroadai.io/api/status:HTTPError:404 ; https://silkroadai.io/api/pricing:HTTPError:404 ; https://silkroadai.io/v1/models:HTTPError:401
2026-07-11T22:19:09Z,starstartai.com,,fofa_tail_domains,starstartai.com,https://starstartai.com,unknown,unknown,none,unidentified,,,200|200|200|200|401|200,https://starstartai.com/|https://starstartai.com/login|https://starstartai.com/api/status|https://starstartai.com/api/pricing|https://starstartai.com/v1/models|https://starstartai.com/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://starstartai.com/v1/models:HTTPError:401
2026-07-11T22:19:36Z,szjsai.cn,,fofa_tail_domains,szjsai.cn,https://szjsai.cn,unknown,unknown,none,unidentified,,nginx,200|200|200|200,https://szjsai.cn/|https://szjsai.cn/login|https://szjsai.cn/v1/models|https://szjsai.cn/api/models,nginx:header:server=nginx,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://szjsai.cn/api/status:TimeoutError:The read operation timed out ; https://szjsai.cn/api/pricing:TimeoutError:The read operation timed out
2026-07-11T22:20:02Z,szjsai.com,,fofa_tail_domains,szjsai.com,https://szjsai.com,unknown,unknown,none,unidentified,,nginx,200|200|200|200,https://szjsai.com/|https://szjsai.com/login|https://szjsai.com/v1/models|https://szjsai.com/api/models,nginx:header:server=nginx,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://szjsai.com/api/status:TimeoutError:The read operation timed out ; https://szjsai.com/api/pricing:TimeoutError:The read operation timed out
2026-07-11T22:20:05Z,teai.io,,fofa_tail_domains,teai.io,https://teai.io,unknown,unknown,none,unidentified,,,200|200|200|200|200|200,https://teai.io/|https://teai.io/login|https://teai.io/api/status|https://teai.io/api/pricing|https://teai.io/v1/models|https://teai.io/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,
