checked_at,domain,platform_name,final_url,online_status,page_title,note
2026-08-02T08:35:35Z,hajisong.top,,https://hajisong.top/,CLOUDFLARE_OR_BLOCKED,hajisong.top | 521: Web server is down,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,hk.vbcode.io,VBCode.io,https://hk.vbcode.io/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,holamexicali.com,New API,https://holamexicali.com/,CLOUDFLARE_OR_BLOCKED,holamexicali.com | 521: Web server is down,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,holdzywoo.top,,https://holdzywoo.top/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,huashang.dpdns.org,New API,https://huashang.dpdns.org/,CLOUDFLARE_OR_BLOCKED,huashang.dpdns.org | 521: Web server is down,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,kie.ai,,https://kie.ai/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,llmroute.club,"Silk Road AI · 一个 Key,接入 200+ AI 模型 | ChatGPT、Claude、Gemini 国内中转",https://llmroute.club/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,lqapi.cc,速极 API,https://lqapi.cc/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,lxtech.icu,LXAPI,https://lxtech.icu/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,maryandthedot.com,New API,https://maryandthedot.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,minicod.com,,https://minicod.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,new.123nhh.xyz,New API,https://new.123nhh.xyz/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,nikoapi.xyz,NikoAPI,https://nikoapi.xyz/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,onetoken.one,OneToken,https://onetoken.one/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,vbcode.io,VBCode.io,https://vbcode.io/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,www.kuaiaiapi.com,kuaiai,https://www.kuaiaiapi.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,www.mnapi.com,MN API,https://www.mnapi.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,www.vbcode.io,VBCode.io,https://www.vbcode.io/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,xezn.org,,https://xezn.org/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
